time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-12-12T06:57:47.200Z,-21.042,-68.179,116.5,5.3,mwc,133,59.9,,0.94,us,usp000cf3a,2016-11-10T00:11:09.826Z,"Potosi, Bolivia",earthquake,,,,,reviewed,us,hrv
2003-12-12T06:01:09.950Z,-17.199,167.123,33,5.4,mwc,70,97.6,,0.96,us,usp000cf36,2016-11-10T00:11:09.335Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2003-12-12T03:10:48.430Z,-1.062,126.991,33,5.7,mwc,138,53.4,,1.01,us,usp000cf2x,2016-11-10T00:11:08.828Z,"Kepulauan Sula, Indonesia",earthquake,,,,,reviewed,us,hrv
2003-12-12T01:46:13.100Z,42.496,142.948,33,5.2,mwc,217,119.1,,0.87,us,usp000cf2k,2016-11-10T00:11:08.354Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2003-12-11T16:28:17.350Z,31.953,49.209,33,5,mb,168,56.8,,0.95,us,usp000cf1c,2014-11-07T01:20:44.359Z,"western Iran",earthquake,,,,75,reviewed,us,us
2003-12-11T08:04:55.250Z,-16.547,-170.175,10,5.7,mwb,274,50.6,,0.69,us,usp000cf0m,2016-11-10T00:10:40.987Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
2003-12-11T00:01:45.910Z,22.719,121.523,10,5.5,mwc,112,84.1,,1.02,us,usp000cezx,2016-11-10T00:10:40.471Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
2003-12-10T15:51:39.230Z,17.642,120.892,33,5.5,mwc,296,90.5,,0.85,us,usp000ceyy,2016-11-10T00:10:14.420Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
2003-12-10T13:19:09.550Z,-5.398,131.071,95.1,5,mb,73,54.5,,0.87,us,usp000ceyt,2014-11-07T01:20:43.993Z,"Banda Sea",earthquake,,,,27,reviewed,us,us
2003-12-10T12:25:51.540Z,-27.961,-71.322,33,5.8,mwb,162,49,,0.97,us,usp000ceyq,2016-11-10T00:10:13.913Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
2003-12-10T09:42:25.410Z,-50.03,-114.887,10,5.4,mwc,38,67,,1.14,us,usp000ceyf,2016-11-10T00:10:13.388Z,"southern East Pacific Rise",earthquake,,,,,reviewed,us,hrv
2003-12-10T04:38:11.590Z,23.039,121.362,10,6.8,mwb,447,27.7,,1.1,us,usp000cexg,2016-11-10T00:54:33.465Z,"Taiwan",earthquake,,,,,reviewed,us,us
2003-12-10T01:04:31.540Z,-24.379,-111.547,10,5.3,mwc,45,98.6,,0.93,us,usp000cex5,2016-11-10T00:10:12.884Z,"Easter Island region",earthquake,,,,,reviewed,us,hrv
2003-12-09T12:44:01.680Z,51.334,-179.272,33,6.2,mwc,539,39.2,,0.91,us,usp000cevy,2016-11-10T00:54:26.799Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2003-12-08T20:27:05.480Z,55.689,165.22,10,5.1,mb,137,62.1,,0.8,us,usp000ceuj,2014-11-07T01:20:43.331Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,55,reviewed,us,us
2003-12-08T20:12:34.710Z,51.09,178.261,33,5.6,mwb,342,118.3,,1.09,us,usp000ceuf,2016-11-10T00:09:17.583Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
2003-12-08T16:50:20.960Z,-17.198,-172.279,33,5.1,mwc,89,121.2,,0.75,us,usp000ceu6,2016-11-10T00:09:16.997Z,"Tonga region",earthquake,,,,,reviewed,us,hrv
2003-12-08T14:12:23.740Z,27.304,130.122,33,5,mb,78,97.1,,1.1,us,usp000ceu2,2014-11-07T01:20:42.702Z,"Ryukyu Islands, Japan",earthquake,,,,29,reviewed,us,us
2003-12-08T14:00:54.950Z,3.563,63.71,10,5.2,mwc,38,188,,0.73,us,usp000ceu0,2016-11-10T00:09:16.423Z,"Carlsberg Ridge",earthquake,,,,,reviewed,us,hrv
2003-12-08T07:20:14.660Z,41.16,141.957,66.4,5.1,mwc,161,132.9,,0.92,us,usp000cet5,2016-11-10T00:09:15.857Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
2003-12-07T20:20:54.730Z,19.886,95.952,10,5.1,mb,96,56.4,,1.33,us,usp000ces9,2014-11-07T01:20:42.512Z,"Myanmar",earthquake,,,,55,reviewed,us,us
2003-12-07T09:16:12.640Z,74.08,134.821,10,5.1,mwc,131,69.4,,0.93,us,usp000ceqs,2016-11-10T00:08:37.010Z,"Laptev Sea",earthquake,,,,,reviewed,us,hrv
2003-12-06T09:57:58.420Z,11.281,125.706,33,5.4,mwc,105,49.2,,0.94,us,usp000cenn,2016-11-10T00:08:09.256Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
2003-12-06T05:41:21.740Z,11.299,125.768,33,5.4,mwc,62,98,,0.96,us,usp000cen6,2016-11-10T00:08:08.587Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
2003-12-06T05:08:11.930Z,55.592,165.452,10,5,mwc,90,55.2,,0.93,us,usp000cen4,2016-11-10T00:08:07.909Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,hrv
2003-12-06T03:33:27.770Z,19.381,-67.46,25,5.1,mb,158,37.9,,,us,usp000cems,2014-11-07T01:20:41.898Z,"Puerto Rico region",earthquake,,,,60,reviewed,rspr,us
2003-12-06T00:56:03.630Z,-11.592,166.281,33,5.4,mwc,79,100.5,,1.22,us,usp000cemj,2016-11-10T00:08:07.311Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
2003-12-05T23:41:27.490Z,-8.137,120.524,33,5.4,mb,56,69.1,,1.1,us,usp000cema,2014-11-07T01:20:41.828Z,"Flores region, Indonesia",earthquake,,,,26,reviewed,us,us
2003-12-05T21:30:54.160Z,55.69,165.482,10,5.1,mb,24,133.3,,1.05,us,usp000ceku,2014-11-07T01:20:41.780Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,4,reviewed,us,us
2003-12-05T21:26:09.480Z,55.538,165.78,10,6.7,mwb,565,48.2,,0.91,us,usp000ceks,2016-11-10T00:54:07.776Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,us
2003-12-05T20:03:22.800Z,-5.937,149.745,56.6,5.5,mwc,77,41.5,,1,us,usp000cekm,2016-11-10T00:07:41.936Z,"New Britain region, Papua New Guinea",earthquake,,11.7,,,reviewed,us,hrv
2003-12-05T16:45:04.040Z,-22.856,-175.323,33,5.1,mb,53,121.5,,1.03,us,usp000cek8,2014-11-07T01:20:41.552Z,"Tonga region",earthquake,,,,22,reviewed,us,us
2003-12-05T02:02:30.200Z,27.318,130.177,33,5.3,mwc,141,82.2,,1.32,us,usp000cehu,2016-11-10T00:07:41.394Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
2003-12-05T00:27:22.870Z,-26.118,179.268,509.1,5.4,mwc,106,55.9,,0.84,us,usp000cehm,2016-11-10T00:07:40.875Z,"south of the Fiji Islands",earthquake,,12.1,,,reviewed,us,hrv
2003-12-04T03:56:20.950Z,-18.829,-174.722,139.1,5.1,mwc,85,84.9,,0.88,us,usp000cefb,2016-11-10T00:07:15.657Z,"Tonga",earthquake,,,,,reviewed,us,hrv
2003-12-03T14:11:14.020Z,42.36,144.732,33,5.9,mwb,390,114.3,,0.89,us,usp000cedx,2016-11-10T00:06:51.555Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
2003-12-03T12:04:04.210Z,-6.959,106.274,33,5.4,mwc,153,56,,0.94,us,usp000cedr,2016-11-10T00:06:51.044Z,"Java, Indonesia",earthquake,,,,,reviewed,us,hrv
2003-12-03T07:33:57.350Z,-20.842,-178.723,611.5,5.6,mwb,248,61.7,,0.72,us,usp000cedh,2016-11-10T00:06:50.529Z,"Fiji region",earthquake,,,,,reviewed,us,us
2003-12-02T00:18:22.570Z,-22.154,-68.072,119.9,5.1,mb,73,109.8,,0.93,us,usp000ceam,2014-11-07T01:20:38.929Z,"Antofagasta, Chile",earthquake,,,,22,reviewed,us,us
2003-12-01T17:19:43.860Z,-17.805,167.487,33,5.1,mwc,37,125.6,,1.1,us,usp000cea5,2016-11-09T04:59:28.731Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2003-12-01T12:36:24.250Z,-1.358,123.822,33,5,mb,37,80.1,,1.18,us,usp000ce9p,2014-11-07T01:20:38.614Z,"Sulawesi, Indonesia",earthquake,,,,13,reviewed,us,us
2003-12-01T10:34:54.380Z,-18.294,-177.994,557.7,5.3,mwc,152,85.5,,0.91,us,usp000ce9k,2016-11-10T00:06:09.241Z,"Fiji region",earthquake,,7.1,,,reviewed,us,hrv
