time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-12-31T12:14:02.240Z,-28.988,-71.519,25,5,mwc,42,84.3,,1,us,usp000e79e,2016-11-10T01:16:23.000Z,"offshore Atacama, Chile",earthquake,,14.8,,,reviewed,us,hrv
2005-12-31T09:29:27.350Z,-27.18,-176.434,35,5.2,mwc,89,75.4,,0.85,us,usp000e798,2016-11-10T01:16:22.496Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
2005-12-30T18:26:43.900Z,7.529,-82.266,10,6.1,mwb,420,50.1,,0.96,us,usp000e786,2016-11-10T01:16:21.445Z,"south of Panama",earthquake,,,,,reviewed,us,us
2005-12-29T08:30:34.480Z,27.367,139.853,472.3,5.3,mwc,267,34.2,,0.85,us,usp000e753,2016-11-10T01:16:20.419Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2005-12-29T07:20:55.730Z,25.01,96.197,12,5.1,mwc,132,49.8,,0.82,us,usp000e751,2016-11-10T01:16:19.396Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
2005-12-29T05:18:35.750Z,-6.007,151.643,35.1,5.2,mwc,68,30.5,,0.84,us,usp000e74v,2016-11-10T01:16:18.909Z,"New Britain region, Papua New Guinea",earthquake,,10.3,,,reviewed,us,hrv
2005-12-28T22:04:29.990Z,34.611,73.351,10,5.1,mwc,196,41,,0.99,us,usp000e748,2016-11-10T01:16:18.421Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
2005-12-28T15:27:54.670Z,9.805,-84.305,73,5.3,mwc,229,129.8,,0.76,us,usp000e73q,2016-11-10T01:16:17.899Z,"Costa Rica",earthquake,,,,,reviewed,us,hrv
2005-12-28T12:21:58.740Z,-19.861,-68.918,103.6,5,mwc,92,87.7,,0.85,us,usp000e73e,2016-11-10T01:16:17.409Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,hrv
2005-12-28T00:03:05.210Z,53.374,-164.459,36.3,5.2,mb,247,92.7,,0.87,us,usp000e72g,2014-11-07T01:27:57.680Z,"Unimak Island region, Alaska",earthquake,,,,104,reviewed,us,us
2005-12-26T23:15:50.000Z,32.1,49.2,18,5,mwc,346,85,,,us,usp000e6zt,2016-11-10T01:16:15.905Z,"western Iran",earthquake,,,,,reviewed,thr,hrv
2005-12-26T14:39:59.630Z,12.154,140.948,52.6,5.1,mwc,78,46.1,,1.04,us,usp000e6yv,2016-11-10T01:16:15.406Z,"State of Yap, Federated States of Micronesia",earthquake,,12.8,,,reviewed,us,hrv
2005-12-26T13:48:01.750Z,26.822,140.646,7.4,5.7,mwb,242,51.9,,1.2,us,usp000e6ym,2016-11-10T01:16:14.908Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
2005-12-26T00:56:10.620Z,-38.953,-73.188,29.8,5.1,mwc,155,82.3,,0.81,us,usp000e6wj,2016-11-10T01:16:13.866Z,"Araucania, Chile",earthquake,,,,,reviewed,us,hrv
2005-12-25T18:47:33.940Z,-59.431,-25.028,55,5.3,mwc,70,78.4,,1.13,us,usp000e6vt,2016-11-10T01:16:13.356Z,"South Sandwich Islands region",earthquake,,0,,,reviewed,us,hrv
2005-12-25T08:02:05.630Z,34.621,73.237,10,5.2,mwc,272,55.8,,0.84,us,usp000e6ub,2016-11-10T01:16:12.364Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
